time,size,AtoB,AtoC,AtoD
37.84875,1058,1.7115998942e-2,1.7119396919e-2,8.9499839724e-2
37.981,290,2.6342899824e-2,2.6349366757e-2,9.072841222e-2
38.01725,530,5.4155540768e-2,5.4166167457e-2,9.6685262003e-2
38.0835,1298,3.1153635812e-2,3.1155519544e-2,9.1941777144e-2
38.24575,434,5.9929161143e-2,5.9931069558e-2,0.10557203619
38.3,1346,1.9897230579e-2,1.9900811665e-2,8.0327734921e-2
38.46825,1154,4.5883998508e-2,4.5890189856e-2,0.104902915853
38.6125,1490,1.797999851e-2,1.798613322e-2,5.6408467092e-2
38.79875,194,1.5387999806e-2,1.5397792184e-2,4.0552992184e-2
38.823,770,5.4415126277e-2,5.442574977e-2,8.67324694e-2
38.91925,1442,4.9511046364e-2,4.9515485384e-2,7.5669085384e-2
39.0995,146,5.4422158576e-2,5.4427206696e-2,7.9544006696e-2
39.11775,1106,1.7211998894e-2,1.7220739073e-2,7.3067279671e-2
39.256,1106,2.4256093974e-2,2.4260328409e-2,
39.39425,242,1.5483999758e-2,1.5490853691e-2,7.3055296684e-2
39.4245,242,6.3100678979e-2,6.3106741785e-2,0.114307344004
39.45475,578,3.0207434005e-2,3.0212866449e-2,5.5675266449e-2
39.527,242,5.2161080895e-2,5.2172015074e-2,8.6484902207e-2
39.55725,866,5.7202461426e-2,5.7204605372e-2,9.9891253978e-2
39.6655,338,4.5595668694e-2,4.5606084151e-2,8.3981697793e-2
39.70775,674,1.6347999326e-2,1.6356322739e-2,7.2081890891e-2
39.792,1058,3.0240903537e-2,3.0250250381e-2,6.7470781226e-2
39.92425,290,2.8954224015e-2,2.8961824915e-2,9.5133770642e-2
39.9605,1154,5.8703357587e-2,5.8712478136e-2,0.108782195874
40.10475,1154,6.3871948281e-2,6.3881829958e-2,9.4074379812e-2
40.249,146,3.0141731552e-2,3.0152477912e-2,9.8878364336e-2
40.26725,578,1.6155999422e-2,1.616218825e-2,5.7576428456e-2
40.3395,98,6.0256939988e-2,6.0258804727e-2,9.0024818068e-2
40.35175,1442,6.406549479e-2,6.4069104689e-2,9.6985614857e-2
40.532,1106,4.3206752359e-2,4.3210437663e-2,6.9095237663e-2
40.67025,1250,5.9401874037e-2,5.9411978312e-2,0.127485883779
40.8265,1394,6.7136699397e-2,6.7140458326e-2,0.105630551156
41.00075,578,4.8767127364e-2,4.8773873003e-2,0.111566732806
41.073,1490,4.3147238339e-2,4.3151345396e-2,6.9343345396e-2
41.25925,530,4.1390436817e-2,4.1397785811e-2,8.9275604281e-2
41.3255,1202,1.7403998798e-2,1.7407025931e-2,6.1092568106e-2
41.47575,674,4.7784021697e-2,4.7791708513e-2,0.107663165277
41.56,1202,4.64670336e-2,4.6476093158e-2,0.103986535945
41.71025,1346,5.4854768239e-2,5.485634699e-2,9.0718066199e-2
41.8785,578,2.1534874837e-2,2.1537865527e-2,4.7000265527e-2
41.95075,530,2.4385561351e-2,2.4395713887e-2,5.1301702936e-2
42.017,1058,2.8049454953e-2,2.8060269531e-2,6.2778436269e-2
42.14925,674,4.5796860582e-2,4.5798895955e-2,8.6639859966e-2
42.2335,962,6.1180306222e-2,6.118601344e-2,0.136347196048
42.35375,482,1.5963999518e-2,1.5974555843e-2,7.1990828193e-2
42.414,1298,2.3207317331e-2,2.3212938201e-2,4.9251338201e-2
42.57625,1298,4.7594612223e-2,4.7596257058e-2,7.3634657058e-2
42.7385,1346,3.292051787e-2,3.2923819168e-2,5.9000619168e-2
42.90675,434,3.3064014089e-2,3.307369265e-2,0.104759186351
42.961,1154,1.8719800399e-2,1.87293751e-2,5.1484516294e-2
43.10525,1394,5.2475662965e-2,5.2480327015e-2,0.114836402735
43.2795,1442,1.7883998558e-2,1.7889975787e-2,8.0515430682e-2
43.45975,1058,3.6766884777e-2,3.6771524112e-2,0.103311214643
43.592,290,5.3912529076e-2,5.3915854857e-2,9.158907555e-2
43.62825,1346,2.3806719952e-2,2.3813705563e-2,5.4035713843e-2
43.7965,482,6.5178995915e-2,6.518739404e-2,0.140164870606
43.85675,1058,1.7115998942e-2,1.71216876e-2,4.29680876e-2
43.989,674,6.3880635998e-2,6.3883618002e-2,8.9422818002e-2
44.07325,242,4.5335590972e-2,4.5343002818e-2,0.119746432237
44.1035,242,5.6160723923e-2,5.6162898508e-2,9.2574981136e-2
44.13375,338,6.3232593676e-2,6.3238534159e-2,9.5478707835e-2
44.176,1058,4.3433941829e-2,4.3436799485e-2,7.1858725266e-2
44.30825,338,2.9730819603e-2,2.9739121497e-2,0.101493373466
44.3505,1202,3.0336290983e-2,3.0338909689e-2,6.0711029884e-2
44.50075,1394,2.2564271063e-2,2.2573852466e-2,6.867659651e-2
44.675,962,5.8438131209e-2,5.8446463174e-2,0.11208503999
44.79525,722,2.2788761908e-2,2.2796086108e-2,7.6937273103e-2
44.8855,1346,5.9452968561e-2,5.9459259891e-2,8.5536059891e-2
45.05375,530,3.9435439858e-2,3.9444783901e-2,0.851670796374
45.12,530,4.3164058704e-2,4.3170380044e-2,0.849763550557
45.18625,146,6.4215950496e-2,6.4226124288e-2,0.880088935127
45.2045,98,2.0419849224e-2,2.0430832714e-2,0.842665451153
45.21675,50,4.2536599085e-2,4.2544258803e-2,0.823046324142
45.223,1442,3.8492304489e-2,3.8497099746e-2,0.844469150778
45.40325,242,3.4115318342e-2,3.4124246407e-2,0.844447974671
45.4335,1298,6.6668171194e-2,6.6676640121e-2,0.866645455632
45.59575,770,2.148484247e-2,2.1492405111e-2,0.836114038554
45.692,914,1.7012925479e-2,1.7023796424e-2,0.838077679132
45.80625,1394,1.7787998606e-2,1.7794193114e-2,0.797437880749
45.9805,1250,1.7962268538e-2,1.7971673093e-2,0.797647962552
46.13675,338,4.0035127168e-2,4.0042823521e-2,0.852589644263
46.179,1106,2.334933736e-2,2.3355394902e-2,0.810693319596
46.31725,1346,5.9328163885e-2,5.9329446031e-2,0.860648192832
46.4855,194,4.2243110928e-2,4.2249812299e-2,0.864580345202
46.50975,1442,3.6527718633e-2,3.6531330143e-2,0.812684930143
46.69,50,5.0702759519e-2,5.0706916293e-2,0.838566332182
46.69625,1298,1.7595998702e-2,1.7603000082e-2,0.84155345012
46.8585,290,1.7163665319e-2,1.7165972293e-2,0.821074718706
46.89475,1490,3.9291296522e-2,3.9300814633e-2,0.833157932612
47.081,1250,5.4310683699e-2,5.4314573746e-2,0.854722530495
47.23725,338,1.5675999662e-2,1.5683070312e-2,0.828854789875
47.2795,242,3.4760398923e-2,3.477058355e-2,0.83829450963
47.30975,146,1.7073749625e-2,1.707811594e-2,0.829853883017
47.328,722,2.5504429618e-2,2.5512386636e-2,0.805443462392
47.41825,1058,1.7115998942e-2,1.7121787416e-2,0.792968187416
47.5505,50,3.9255860716e-2,3.9257986441e-2,0.838485813923
47.55675,1346,4.0667620398e-2,4.0669927815e-2,0.816746727815
47.725,1106,6.6293898119e-2,6.6299592894e-2,0.843956951559
47.86325,866,4.1404566978e-2,4.1406392462e-2,0.837432212478
47.9715,1394,2.9381928097e-2,2.938614109e-2,8.5218635589e-2
48.14575,98,1.5321819355e-2,1.5323790435e-2,4.1686265288e-2
48.158,1346,1.7691998654e-2,1.7698750866e-2,4.6322555824e-2
48.32625,1394,6.2181687046e-2,6.2185027396e-2,0.127368717662
48.5005,530,3.9939059991e-2,3.9944610671e-2,8.334414964e-2
48.56675,1394,2.782313532e-2,2.7827895699e-2,7.9921077907e-2
48.741,962,4.1459703442e-2,4.1462335427e-2,6.7937117979e-2
48.86125,770,1.653999923e-2,1.6545241543e-2,6.9460044052e-2
48.9575,1106,6.3074181868e-2,6.3077822352e-2,8.8962622352e-2
49.09575,962,5.067658573e-2,5.068194192e-2,8.7987913814e-2
49.216,1202,3.5700901797e-2,3.5708747626e-2,9.1114697555e-2
49.36625,914,5.6135246933e-2,5.6141179065e-2,9.6052136861e-2
49.4805,1298,2.8208537717e-2,2.8210714606e-2,9.6094548019e-2
49.64275,530,1.6692133561e-2,1.6697373077e-2,9.1604392935e-2
49.709,578,4.3859314441e-2,4.3863203763e-2,9.8326899329e-2
49.78125,434,5.1877043021e-2,5.187970353e-2,0.102030316608
49.8355,50,5.7802041516e-2,5.7808641489e-2,9.3530645992e-2
49.84175,1442,1.7883998558e-2,1.78858114e-2,4.40394114e-2
50.022,242,3.8049345878e-2,3.805314518e-2,9.7313281539e-2
50.05225,1346,4.5214275135e-2,4.5217250196e-2,0.105062077787
50.2205,722,3.7883633126e-2,3.7889869225e-2,9.716225387e-2
50.31075,1058,4.5381613991e-2,4.5384466447e-2,0.105542946285
50.443,338,5.2212528235e-2,5.2217956784e-2,0.111609998361
50.48525,578,3.2311999422e-2,3.2318924415e-2,9.2554847933e-2
50.5575,1394,4.2805285317e-2,4.2813651319e-2,0.104031307674
50.73175,1154,3.7178728953e-2,3.7182066793e-2,9.6630790595e-2
50.876,530,4.2693373577e-2,4.269841431e-2,0.101801191137
50.94225,1010,3.403999899e-2,3.4049488945e-2,9.3667101506e-2
51.0685,722,5.2774666186e-2,5.2782314675e-2,0.113377648829
51.15875,386,3.3165831637e-2,3.3171947395e-2,9.2436497988e-2
51.207,914,4.8006967499e-2,4.8016887134e-2,0.107184086194
51.32125,50,5.2153366646e-2,5.215832806e-2,0.111290332504
51.3275,98,3.2285737837e-2,3.2294616895e-2,9.2666328426e-2
51.33975,1154,5.8476730939e-2,5.847816266e-2,0.118591850896
51.484,290,3.115999971e-2,3.1161957741e-2,9.1376095213e-2
51.52025,674,4.500787794e-2,4.5011812576e-2,0.104329829448
51.6045,866,5.3236225124e-2,5.3242703708e-2,0.113671748454
51.71275,674,3.8779821669e-2,3.8789753745e-2,9.8317837772e-2
51.797,530,3.211999947e-2,3.2123115033e-2,9.2135452706e-2
51.86325,818,3.6667005242e-2,3.6676831404e-2,9.7281260339e-2
51.9655,962,3.5738290381e-2,3.5746371465e-2,9.5509349739e-2
52.08575,146,4.0766614292e-2,4.0771887315e-2,0.100830251557
52.104,1058,3.696888637e-2,3.6979715221e-2,9.7214082249e-2
52.23625,1202,5.0713611877e-2,5.0715820206e-2,0.110532597833
52.3865,194,4.6440979621e-2,4.644641124e-2,0.106246860164
52.41075,1058,4.8744816317e-2,4.8746513721e-2,0.109635052552
52.543,1010,5.6833111312e-2,5.6837892119e-2,0.116007159366
52.66925,1250,4.5159967148e-2,4.5169258612e-2,0.106001448486
52.8255,1250,3.9423153733e-2,3.9426857462e-2,9.9783034049e-2
52.98175,1058,3.4231998942e-2,3.4240579464e-2,9.4668905944e-2
53.114,1010,5.2130222883e-2,5.2138074334e-2,0.111882312801
53.24025,1202,3.602481726e-2,3.6030244186e-2,9.5562852129e-2
53.3905,146,4.6943481814e-2,4.6947599989e-2,0.107730579644
53.40875,1058,3.6943324825e-2,3.6945270391e-2,9.7859900341e-2
53.541,1250,3.499999875e-2,3.5008000902e-2,9.55898132e-2
53.69725,962,4.4184575998e-2,4.4193144211e-2,0.104115937904
53.8175,194,5.5150926268e-2,5.5159612191e-2,0.115987430521
53.84175,98,3.0391999902e-2,3.0400149855e-2,8.9717145904e-2
53.854,818,5.4699166761e-2,5.4700847136e-2,0.114970926377
53.95625,1106,3.4458538297e-2,3.4466815774e-2,9.4395603035e-2
54.0945,1010,3.6308267251e-2,3.6312089672e-2,9.7359121528e-2
54.22075,1298,5.600678071e-2,5.6011035254e-2,0.116719262634
54.383,1346,3.5383998654e-2,3.5390155401e-2,9.5109028948e-2
54.55125,866,3.3463999134e-2,3.3471338412e-2,9.2833561487e-2
54.6595,770,5.1792437872e-2,5.1798689069e-2,0.112863654073
54.75575,1202,4.9589754193e-2,4.959372089e-2,0.109267977961
54.906,1490,5.8018280557e-2,5.8024767379e-2,0.118702456475
55.09225,1490,4.2723126142e-2,4.2733361859e-2,0.102617458941
55.2785,1058,4.1214645824e-2,4.1222690734e-2,0.101187069327
55.41075,242,4.74518822e-2,4.7454916784e-2,0.107429495065
55.441,290,4.8166201379e-2,4.8172560699e-2,0.108825888011
55.47725,1202,3.5246425244e-2,3.5252447105e-2,9.520789098e-2
55.6275,914,5.7642716772e-2,5.764781449e-2,0.117173492961
55.74175,338,4.2377770229e-2,4.2380580619e-2,0.101536573855
55.784,194,4.6127249642e-2,4.6130761416e-2,0.105890447282
55.80825,674,3.2695999326e-2,3.2699807492e-2,9.3780610851e-2
55.8925,1058,5.4177205062e-2,5.4184223529e-2,0.11452923424
56.02475,866,3.3463999134e-2,3.3473057772e-2,9.2636768994e-2
56.133,194,3.0775999806e-2,3.0784868989e-2,9.0233373906e-2
56.15725,770,5.5021484113e-2,5.5030021568e-2,0.115206511006
56.2535,530,,,
56.31975,1106,3.7686657264e-2,3.7695829261e-2,9.8506165085e-2
56.458,482,4.7298757768e-2,4.7302290032e-2,0.107645228501
56.51825,98,4.3298853942e-2,4.3303840185e-2,0.103377744792
56.5305,242,4.1066282937e-2,4.1074188929e-2,0.10083993995
56.56075,194,4.2586033388e-2,4.2596293846e-2,0.10353555505
56.585,914,5.679375664e-2,5.6803957922e-2,0.116580898958
56.69925,146,4.2014770012e-2,4.2020754698e-2,0.102851992811
56.7175,1490,3.595999851e-2,3.5967741131e-2,9.6987795698e-2
56.90375,1394,4.3303767809e-2,4.3314064922e-2,0.102624550934
57.078,770,3.550276273e-2,3.5513439166e-2,9.4883750667e-2
57.17425,770,3.307999923e-2,3.3081641052e-2,9.3863723577e-2
57.2705,770,4.4686195171e-2,4.4691574798e-2,0.104486511855
57.36675,1346,5.9584030187e-2,5.9586059164e-2,0.120376239006
57.535,866,5.2371536817e-2,5.2373830827e-2,0.113087166678
57.64325,1010,3.403999899e-2,3.4045959442e-2,9.4185011043e-2
57.7695,1442,4.8709457751e-2,4.8716509003e-2,0.108360523199
57.94975,50,5.4411537042e-2,5.442065038e-2,0.114899814384
57.956,530,5.154477881e-2,5.1549057944e-2,0.112184255133
58.02225,818,3.3271999182e-2,3.3277432686e-2,9.264065233e-2
58.1245,146,3.0583999854e-2,3.0593858075e-2,8.9629307897e-2
58.14275,578,5.2546621483e-2,5.2556718058e-2,0.11179730955
58.215,770,5.7488924554e-2,5.7496400198e-2,0.117509680419
58.31125,674,4.1824951724e-2,4.1826784608e-2,0.101744478587
58.3955,242,4.8073145137e-2,4.808235179e-2,0.10903604713
58.42575,818,4.3269801037e-2,4.3278783148e-2,0.102991397725
58.528,1010,3.6904818708e-2,3.691079367e-2,9.6225484105e-2
58.65425,1394,4.6252576293e-2,4.625720365e-2,0.105855240949
58.8285,50,3.3523523743e-2,3.3531135205e-2,9.2573393404e-2
58.83475,1298,4.4892793406e-2,4.4897066338e-2,0.105245705532
58.997,530,5.6717661039e-2,5.6722980157e-2,0.116616928221
59.06325,818,5.3880821065e-2,5.3884300801e-2,0.113049550526
59.1655,770,5.2639628491e-2,5.264277109e-2,0.112050860876
59.26175,962,3.7618851266e-2,3.762192312e-2,9.7702456256e-2
59.382,866,4.7791869815e-2,4.7795129587e-2,0.108603715756
59.49025,194,4.0890761806e-2,4.0896210502e-2,9.9977452203e-2
59.5145,1394,5.6386900724e-2,5.6390122605e-2,0.116107839715
59.68875,674,3.2695999326e-2,3.2704059217e-2,9.195981927e-2
59.773,1106,5.0107193516e-2,5.0113552681e-2,0.109563670727
59.91125,1058,5.231054405e-2,5.2312840491e-2,0.112455577893
60.0435,770,4.3802809632e-2,4.3808976473e-2,0.103944111464
60.13975,578,4.268300179e-2,4.2687216781e-2,0.102656949041
60.212,1010,4.4776019271e-2,4.478621435e-2,0.104278310617
60.33825,1346,4.6347820437e-2,4.635618983e-2,0.107569818181
60.5065,722,4.284911913e-2,4.2857339902e-2,0.103952235369
60.59675,386,3.4724706254e-2,3.4730356349e-2,9.5541866655e-2
60.645,50,4.2810385144e-2,4.281504257e-2,0.102113692899
60.65125,50,4.3466554983e-2,4.3470931502e-2,0.102551601795
60.6575,1442,5.3363408904e-2,5.3364959396e-2,0.114282927704
60.83775,50,3.019999995e-2,3.0202576541e-2,8.9910789855e-2
60.844,338,3.1351999662e-2,3.1353340895e-2,9.1627667683e-2
60.88625,1298,5.8080763441e-2,5.8086534962e-2,0.118564569204
61.0485,1442,3.5767998558e-2,3.5771546417e-2,9.6642732064e-2
61.22875,770,4.7188356249e-2,4.7191243036e-2,0.107184673222
61.325,1346,4.4348839908e-2,4.4349916744e-2,0.1036855205
61.49325,242,3.7434183103e-2,3.7443286821e-2,9.7993092008e-2
61.5235,386,3.300328523e-2,3.300951287e-2,9.2491700539e-2
61.57175,50,3.019999995e-2,3.020869265e-2,9.0336509508e-2
61.578,1106,4.2805454099e-2,4.2810085566e-2,0.103489898394
61.71625,338,3.1351999662e-2,3.1360395743e-2,9.2149652412e-2
61.7585,1058,4.2620725914e-2,4.2627245597e-2,0.103711434579
61.89075,1442,4.292204465e-2,4.292791836e-2,0.102351225258
62.071,1298,3.8706090419e-2,3.8709395989e-2,9.8582146344e-2
62.23325,1202,5.2383484429e-2,5.2384928153e-2,0.112786262326
62.3835,434,3.989185119e-2,3.9901584352e-2,0.100123890554
62.43775,194,3.3039007957e-2,3.3045571801e-2,9.3900182768e-2
62.462,242,4.0007486516e-2,4.0014940726e-2,0.100239381037
62.49225,1058,3.5523122044e-2,3.5532670069e-2,9.5357142824e-2
62.6245,722,5.3739952233e-2,5.3749105009e-2,0.112895163085
62.71475,290,3.2198069779e-2,3.2200389574e-2,9.1532847253e-2
62.751,1394,5.5353644894e-2,5.5361056326e-2,0.116388508788
62.92525,338,4.398160456e-2,4.3986128263e-2,0.104501179817
62.9675,770,5.26604361e-2,5.2667227845e-2,0.113573924008
63.06375,914,4.9404717839e-2,4.9410365175e-2,0.109907660997
63.178,482,4.4598451293e-2,4.4608718663e-2,0.104261851996
63.23825,338,5.0819442889e-2,5.082275771e-2,0.110207779531
63.2805,818,3.3271999182e-2,3.3279696391e-2,9.371867005e-2
63.38275,530,4.4250964948e-2,4.4261396864e-2,0.103837240643
63.449,770,3.4180546841e-2,3.418809496e-2,9.4045374284e-2
63.54525,770,3.5569193503e-2,3.5571760104e-2,9.5112057504e-2
63.6415,1250,4.1114667894e-2,4.1121048159e-2,0.10178453151
63.79775,1442,4.6662569988e-2,4.6673061714e-2,0.107060242744
63.978,1442,5.4532047372e-2,5.4533435763e-2,0.11574990518
64.15825,722,3.3260480635e-2,3.3270047783e-2,9.2943659436e-2
64.2485,1202,3.6632835277e-2,3.6640485402e-2,9.6243787771e-2
64.39875,962,4.4935714663e-2,4.4937552852e-2,0.104727487675
64.519,386,3.5147562326e-2,3.5151533188e-2,9.4398475745e-2
64.56725,866,3.775262038e-2,3.7757480706e-2,9.7626583703e-2
64.6755,290,3.115999971e-2,3.1170563107e-2,9.1396252704e-2
64.71175,962,5.6255268143e-2,5.6264324104e-2,0.117248533562
64.832,290,3.115999971e-2,3.1166776403e-2,9.0380538446e-2
64.86825,578,3.3894478875e-2,3.3896793888e-2,9.3550333868e-2
64.9405,1154,3.4615998846e-2,3.461773194e-2,9.5427931242e-2
65.08475,242,3.4641989782e-2,3.4646059168e-2,9.3897595534e-2
65.115,386,4.3997089082e-2,4.4006503927e-2,0.103379204179
65.16325,386,3.1543999614e-2,3.1545621282e-2,9.2599717137e-2
65.2115,1298,5.4772912409e-2,5.4774069177e-2,0.114896947455
65.37375,914,3.8450899391e-2,3.8461557917e-2,9.8843480218e-2
65.488,1058,3.4231998942e-2,3.4242307947e-2,9.4146168617e-2
65.62025,50,4.6142433798e-2,4.6145411432e-2,0.107007134693
65.6265,338,3.1351999662e-2,3.1360117236e-2,9.2182630503e-2
65.66875,146,3.0583999854e-2,3.0589338041e-2,9.0741547468e-2
65.687,626,3.2503999374e-2,3.2509226706e-2,9.2340471274e-2
65.76525,194,3.9357012293e-2,3.9360333624e-2,9.8843947714e-2
65.7895,1202,4.429109685e-2,4.4297545168e-2,0.105328584718
65.93975,674,4.6484053091e-2,4.6491838874e-2,0.106857191034
66.024,1442,5.5035153415e-2,5.504313347e-2,0.115214469027
66.20425,482,5.2800806648e-2,5.2803890921e-2,0.113598789409
66.2645,434,3.8263280466e-2,3.8272991298e-2,9.7355103885e-2
66.31875,770,4.4990570946e-2,4.4999699538e-2,0.104527428827
66.415,242,4.1948072189e-2,4.1953083288e-2,0.102260088489
66.44525,1346,3.5383998654e-2,3.5394936265e-2,9.6604474015e-2
66.6135,1010,4.5548284989e-2,4.55525953e-2,0.105193726666
66.73975,1250,5.3058054761e-2,5.3061692509e-2,0.113696499855
66.896,866,4.0819471672e-2,4.08302729e-2,0.100472900307
67.00425,674,4.8314857253e-2,4.8324810984e-2,0.109173570434
67.0885,674,4.2891086036e-2,4.2896244278e-2,0.102063850018
67.17275,1298,3.5191998702e-2,3.5194638721e-2,9.4615021501e-2
67.335,482,3.1927999518e-2,3.1930632506e-2,9.290256424e-2
67.39525,386,3.1543999614e-2,3.1553597745e-2,9.1111030807e-2
67.4435,1346,5.2194481021e-2,5.2197473842e-2,0.112521443847
67.61175,866,4.9847784888e-2,4.9856444254e-2,0.110917613021
67.72,578,3.2550541677e-2,3.2560664843e-2,9.1832509789e-2
67.79225,770,4.6977427519e-2,4.6980302421e-2,0.106397259213
67.8885,194,3.0775999806e-2,3.0778609541e-2,8.9890926246e-2
67.91275,962,3.3847999038e-2,3.3850917497e-2,9.3206542232e-2
68.033,1442,5.9593701746e-2,5.9602346575e-2,0.120243894618
68.21325,530,4.3889334255e-2,4.3895179987e-2,0.104599123683
68.2795,1394,5.6826369495e-2,5.6833386316e-2,0.11799209391
68.45375,434,3.9419760983e-2,3.9430187647e-2,9.8615936385e-2
68.508,722,3.2887999278e-2,3.2891047729e-2,9.3003343397e-2
68.59825,914,3.3747492215e-2,3.3751698973e-2,9.3120870053e-2
68.7125,914,5.5806942141e-2,5.581785561e-2,0.115766400921
68.82675,1490,4.0242568488e-2,4.0248117071e-2,0.101012795538
69.013,1106,3.4423998894e-2,3.4428466702e-2,9.5386841954e-2
69.15125,1442,4.4869724672e-2,4.4875175102e-2,0.105766196174
69.3315,1010,5.2761197653e-2,5.2765245826e-2,0.113342771546
69.45775,482,3.1927999518e-2,3.1935567132e-2,9.1667745304e-2
69.518,530,5.3730475546e-2,5.3739995753e-2,0.113648537176
69.58425,1394,3.8381422296e-2,3.8389126392e-2,9.8943896791e-2
69.7585,1442,6.0070008051e-2,6.0080931141e-2,0.121285339931
69.93875,626,3.4770611976e-2,3.4778630875e-2,9.3929055681e-2
70.017,1346,5.6238710186e-2,5.6241100226e-2,0.115532779055
70.18525,98,4.7545266719e-2,4.7555846973e-2,0.10742480939
70.1975,194,3.5270552306e-2,3.5274038261e-2,9.5310774665e-2
70.22175,1394,3.5575998606e-2,3.5585936207e-2,9.5397441866e-2
70.396,1394,4.8991103315e-2,4.8998667568e-2,0.108873458575
70.57025,98,3.0391999902e-2,3.0399395672e-2,9.0097027274e-2
70.5825,1202,5.9492284543e-2,5.9501317139e-2,0.119531644238
70.73275,1490,4.5885119951e-2,4.5890249852e-2,0.10670184672
70.919,242,3.9175036871e-2,3.918097379e-2,9.9454409119e-2
70.94925,338,3.2577228316e-2,3.2580928768e-2,9.3138094846e-2
70.9915,770,3.307999923e-2,3.3084735469e-2,9.3449489437e-2
71.08775,434,3.7125907428e-2,3.7128329764e-2,9.6785827824e-2
71.142,722,3.8457309671e-2,3.8466804434e-2,9.9032068045e-2
71.23225,530,4.5512491667e-2,4.5520817465e-2,0.106003987186
71.2985,1106,5.505999677e-2,5.5069364531e-2,0.114459682427
71.43675,818,3.3271999182e-2,3.3280261646e-2,9.3166376322e-2
71.539,1346,3.5383998654e-2,3.5389706331e-2,9.633460167e-2
71.70725,50,3.1888718745e-2,3.1894994525e-2,9.155338895e-2
71.7135,434,4.3836669121e-2,4.3846790704e-2,0.10297074325
71.76775,338,3.1351999662e-2,3.1358320361e-2,9.1737678798e-2
71.81,290,3.4409652393e-2,3.4413959556e-2,9.462910437e-2
71.84625,50,4.4803502067e-2,4.4806332979e-2,0.104197967165
71.8525,434,4.9201656189e-2,4.9203131947e-2,0.110179239232
71.90675,1490,4.1356887567e-2,4.1362406271e-2,0.100837632282
72.093,722,5.6080494385e-2,5.6081507947e-2,0.116089115798
72.18325,386,3.1543999614e-2,3.1547793229e-2,9.1880848437e-2
72.2315,194,3.1335589107e-2,3.1339673746e-2,9.1797658177e-2
72.25575,1058,3.4231998942e-2,3.4235201793e-2,9.3806821633e-2
72.388,866,3.3463999134e-2,3.3472159819e-2,9.4297110839e-2
72.49625,98,3.2239183583e-2,3.2248033833e-2,9.2878060951e-2
72.5085,242,4.2639039033e-2,4.2644512542e-2,0.103168370733
72.53875,338,4.9722929767e-2,4.9726241626e-2,0.110482656951
72.581,482,4.3555333688e-2,4.355654249e-2,0.103018877543
72.64125,1106,3.4423998894e-2,3.4429706026e-2,9.5359882809e-2
72.7795,818,3.8447753609e-2,3.8449745642e-2,9.9193076449e-2
72.88175,1250,3.6053181507e-2,3.605762711e-2,9.6909045303e-2
73.038,962,4.0657433425e-2,4.0667179572e-2,0.100445594866
73.15825,866,3.7553098489e-2,3.7556376244e-2,9.7367757788e-2
73.2665,290,3.7065669823e-2,3.7070072795e-2,9.7353844674e-2
73.30275,1250,3.499999875e-2,3.5005323696e-2,9.5815874872e-2
73.459,1442,4.6465567324e-2,4.6468510639e-2,0.107000624903
73.63925,1058,4.5780045895e-2,4.57825828e-2,0.105337405451
73.7715,914,5.634259232e-2,5.6346718909e-2,0.115616563971
73.88575,242,3.0967999758e-2,3.0974134554e-2,9.0507385958e-2
73.916,50,5.0505072838e-2,5.051261322e-2,0.110159246554
73.92225,1250,5.8524026067e-2,5.8534336933e-2,0.117994062456
74.0785,98,4.8494185702e-2,4.8501910942e-2,0.107757974717
74.09075,1250,3.499999875e-2,3.5005182603e-2,9.5470148726e-2
74.247,674,4.6040525616e-2,4.6051384017e-2,0.105759880012
74.33125,962,5.1095187874e-2,5.1100885894e-2,0.112246087149
74.4515,290,3.1991144746e-2,3.1997317461e-2,9.2391909392e-2
74.48775,674,4.8094832295e-2,4.8097206156e-2,0.108339220008
74.572,1298,5.5530107465e-2,5.5533607473e-2,0.115172629156
74.73425,1058,5.1576784796e-2,5.158270905e-2,0.111090153168
74.8665,1298,3.9535515826e-2,3.9537502549e-2,9.9314948395e-2
75.02875,1202,4.3009461014e-2,4.3011624696e-2,0.103149567865
75.179,962,3.3847999038e-2,3.3857713349e-2,9.3900645966e-2
75.29925,1346,3.9725598185e-2,3.9733420973e-2,0.100779679947
75.4675,242,3.5464371597e-2,3.5469774417e-2,9.4628360549e-2
75.49775,290,3.5670940228e-2,3.5675404191e-2,9.5576917571e-2
75.534,818,3.3389086547e-2,3.339170149e-2,9.3498027447e-2
75.63625,722,4.552213506e-2,4.5529662141e-2,0.106534763327
75.7265,290,3.2496002083e-2,3.2501804753e-2,9.2328315467e-2
75.76275,1394,5.1982346581e-2,5.198574441e-2,0.113128551184
75.937,386,4.4065679127e-2,4.40725698e-2,0.105058154307
75.98525,98,4.6211165757e-2,4.6216933973e-2,0.106341427905
75.9975,482,3.1927999518e-2,3.1936340785e-2,9.1730917745e-2
76.05775,1394,3.5575998606e-2,3.5581670542e-2,9.5768360955e-2
76.232,1154,4.7776510697e-2,4.7779651303e-2,0.108758851892
76.37625,1202,3.4807998798e-2,3.4813714128e-2,9.5990265729e-2
76.5265,1394,3.5575998606e-2,3.5579355293e-2,9.6176190972e-2
76.70075,290,5.4736965265e-2,5.4738736894e-2,0.114962117277
76.737,722,4.6261058498e-2,4.6268908219e-2,0.106927872893
76.82725,1058,3.4231998942e-2,3.4238615306e-2,9.5377172572e-2
76.9595,1154,4.6751260515e-2,4.6759184874e-2,0.106400494513
77.10375,914,5.7330487153e-2,5.733206099e-2,0.116953118563
